graph_id,s,policy_type,start_node,policy_valid,status,worst_cost,terminated,steps
medium_n50_s4_a3_case14_seed137,4,baseline_bestcase,0,1,ok,106.274272,1,9
medium_n50_s4_a3_case14_seed137,4,baseline_worst_immediate,0,1,ok,71.342711,1,8
medium_n50_s4_a3_case14_seed137,4,vi,0,1,ok,47.243630,1,7
medium_n50_s4_a3_case15_seed138,4,baseline_nominal,0,1,ok,97.114892,1,9
medium_n50_s4_a3_case15_seed138,4,baseline_bestcase,0,1,ok,92.684915,1,7
medium_n50_s4_a3_case15_seed138,4,baseline_worst_immediate,0,1,ok,104.730172,1,9
medium_n50_s4_a3_case15_seed138,4,vi,0,1,ok,54.728149,1,6
medium_n50_s4_a3_case16_seed139,4,baseline_nominal,0,1,ok,110.304956,1,9
medium_n50_s4_a3_case16_seed139,4,baseline_bestcase,0,1,ok,70.843266,1,6
medium_n50_s4_a3_case16_seed139,4,baseline_worst_immediate,0,1,ok,66.750389,1,6
medium_n50_s4_a3_case16_seed139,4,vi,0,1,ok,56.566326,1,7
medium_n50_s4_a3_case17_seed140,4,baseline_nominal,0,1,ok,82.961509,1,7
medium_n50_s4_a3_case17_seed140,4,baseline_bestcase,0,1,ok,115.597661,1,9
medium_n50_s4_a3_case17_seed140,4,baseline_worst_immediate,0,1,ok,115.232591,1,10
medium_n50_s4_a3_case17_seed140,4,vi,0,1,ok,65.480599,1,5
medium_n50_s4_a3_case18_seed141,4,baseline_nominal,0,1,ok,71.038452,1,5
medium_n50_s4_a3_case18_seed141,4,baseline_bestcase,0,1,ok,90.765001,1,7
medium_n50_s4_a3_case18_seed141,4,baseline_worst_immediate,0,1,ok,76.952535,1,8
medium_n50_s4_a3_case18_seed141,4,vi,0,1,ok,59.327716,1,6
medium_n50_s4_a3_case19_seed142,4,baseline_nominal,0,1,ok,103.678083,1,9
medium_n50_s4_a3_case19_seed142,4,baseline_bestcase,0,1,ok,46.312426,1,4
medium_n50_s4_a3_case19_seed142,4,baseline_worst_immediate,0,1,ok,38.939894,1,4
medium_n50_s4_a3_case19_seed142,4,vi,0,1,ok,38.939894,1,4
medium_n50_s4_a3_case1_seed124,4,baseline_nominal,0,1,ok,74.005953,1,7
